temp,humidity,wind_speed,pressure,aqi,country,city1,city2,date
30,74,29.6,1008,51,India,Goa,Valpoy,2020-05-23T15:00:00.000Z
29,62,49.6,1008,51,India,Daman and Diu,Diu,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Taleigao,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Sanvordem,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Serula,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Vagator,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Sanquelim,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Sanguem,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Solim,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Sancoale,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Saligao,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Raia,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Quepem,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Pernem,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Queula,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Palle,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Navelim,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Ponda,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Panaji,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Mormugao,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Mapuca,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Madgaon,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Jua,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Guirim,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Morjim,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Goa Velha,2020-05-23T15:00:00.000Z
27,82,15.1,1008,64,India,Dadra and Nagar Haveli,Silvassa,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Kankon,2020-05-23T15:00:00.000Z
27,80,19.5,1008,64,India,Dadra and Nagar Haveli,Dadra,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Dicholi,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Curti,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Curchorem,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Davorlim,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Cuncolim,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Cortalim,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Chinchinim,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Colva,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Chicalim,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Cavelossim,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Colovale,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Carapur,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Candolim,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Calangute,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Benaulim,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Bandora,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Baga,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Bambolim,2020-05-23T15:00:00.000Z
27,82,14.5,1008,64,India,Dadra and Nagar Haveli,Amli,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Arambol,2020-05-23T15:00:00.000Z
30,74,29.6,1008,51,India,Goa,Aldona,2020-05-23T15:00:00.000Z
27,48,12.2,1006,72,India,Gujarat,Waghai,2020-05-23T15:00:00.000Z
34,14,25.4,1006,76,India,Gujarat,Virpur,2020-05-23T15:00:00.000Z
32,31,57.3,1006,74,India,Gujarat,Vinchia,2020-05-23T15:00:00.000Z
39,17,18.0,1005,93,India,Gujarat,Vijapur,2020-05-23T15:00:00.000Z
29,52,23.8,1007,57,India,Gujarat,Visavadar,2020-05-23T15:00:00.000Z
28,77,40.2,1008,46,India,Gujarat,Veraval,2020-05-23T15:00:00.000Z
39,20,18.0,1005,76,India,Gujarat,Vasa,2020-05-23T15:00:00.000Z
32,15,19.6,1007,72,India,Gujarat,Vejalpur,2020-05-23T15:00:00.000Z
34,27,38.8,1007,76,India,Gujarat,Vartej,2020-05-23T15:00:00.000Z
26,68,14.6,1007,72,India,Gujarat,Vansada,2020-05-23T15:00:00.000Z
28,77,30.3,1008,68,India,Gujarat,Valsad,2020-05-23T15:00:00.000Z
31,30,23.0,1007,72,India,Gujarat,Vaghodia,2020-05-23T15:00:00.000Z
39,17,18.0,1005,70,India,Gujarat,Vallabh Vidyanagar,2020-05-23T15:00:00.000Z
32,34,22.5,1007,70,India,Gujarat,Vadodara,2020-05-23T15:00:00.000Z
33,28,44.4,1007,74,India,Gujarat,Valabhipur,2020-05-23T15:00:00.000Z
30,62,29.1,1007,76,India,Gujarat,Utran,2020-05-23T15:00:00.000Z
31,33,23.8,1006,80,India,Gujarat,Unjha,2020-05-23T15:00:00.000Z
29,54,43.1,1008,51,India,Gujarat,Una,2020-05-23T15:00:00.000Z
31,45,26.9,1007,83,India,Gujarat,Un,2020-05-23T15:00:00.000Z
35,21,39.4,1006,74,India,Gujarat,Umrala,2020-05-23T15:00:00.000Z
28,61,26.7,1007,57,India,Gujarat,Upleta,2020-05-23T15:00:00.000Z
31,28,21.2,1006,80,India,Gujarat,Vadnagar,2020-05-23T15:00:00.000Z
39,20,18.0,1005,72,India,Gujarat,Thasra,2020-05-23T15:00:00.000Z
32,46,39.3,1006,99,India,Gujarat,Tharad,2020-05-23T15:00:00.000Z
39,20,18.0,1005,72,India,Gujarat,Umreth,2020-05-23T15:00:00.000Z
28,70,44.1,1007,72,India,Gujarat,Tankara,2020-05-23T15:00:00.000Z
33,37,26.9,1007,66,India,Gujarat,Talaja,2020-05-23T15:00:00.000Z
24,88,13.5,1009,51,India,Karnataka,Yellapur,2020-05-23T15:00:00.000Z
28,56,51.7,1007,72,India,Gujarat,Than,2020-05-23T15:00:00.000Z
28,58,16.3,1009,66,India,Karnataka,Yelandur,2020-05-23T15:00:00.000Z
33,36,55.7,1006,83,India,Karnataka,Yelbarga,2020-05-23T15:00:00.000Z
29,66,15.1,1012,83,India,Karnataka,Yelahanka,2020-05-23T15:00:00.000Z
38,11,16.1,1004,87,India,Karnataka,Wadi,2020-05-23T15:00:00.000Z
31,48,20.9,1013,78,India,Karnataka,Vadigenhalli,2020-05-23T15:00:00.000Z
30,74,18.0,1008,53,India,Karnataka,Ullal,2020-05-23T15:00:00.000Z
28,78,8.7,1009,57,India,Karnataka,Virarajendrapet,2020-05-23T15:00:00.000Z
30,55,18.0,1013,74,India,Karnataka,Tumkur,2020-05-23T15:00:00.000Z
28,62,20.8,1009,68,India,Karnataka,Tirumakudal Narsipur,2020-05-23T15:00:00.000Z
23,92,19.2,1008,53,India,Karnataka,Tirthahalli,2020-05-23T15:00:00.000Z
30,74,18.0,1008,53,India,Karnataka,Udupi,2020-05-23T15:00:00.000Z
27,61,30.4,1009,72,India,Karnataka,Tiptur,2020-05-23T15:00:00.000Z
27,61,28.3,1009,72,India,Karnataka,Turuvekere,2020-05-23T15:00:00.000Z
29,60,54.6,1007,66,India,Karnataka,Terdal,2020-05-23T15:00:00.000Z
37,13,4.5,1005,93,India,Karnataka,Tekkalakote,2020-05-23T15:00:00.000Z
27,71,22.0,1008,59,India,Karnataka,Tarikere,2020-05-23T15:00:00.000Z
37,12,16.3,1007,76,India,Karnataka,Talikota,2020-05-23T15:00:00.000Z
30,47,55.5,1007,74,India,Gujarat,Surendranagar,2020-05-23T15:00:00.000Z
26,58,16.9,1007,74,India,Gujarat,Songadh,2020-05-23T15:00:00.000Z
39,20,18.0,1005,70,India,Gujarat,Sojitra,2020-05-23T15:00:00.000Z
29,41,17.2,1007,72,India,Gujarat,Sinor,2020-05-23T15:00:00.000Z
28,78,5.8,1009,57,India,Karnataka,Suntikoppa,2020-05-23T15:00:00.000Z
29,66,32.0,1007,76,India,Gujarat,Surat,2020-05-23T15:00:00.000Z
33,26,37.3,1007,74,India,Gujarat,Sihor,2020-05-23T15:00:00.000Z
28,79,44.3,1007,64,India,Gujarat,Sikka,2020-05-23T15:00:00.000Z
32,18,20.9,1007,72,India,Gujarat,Shivrajpur,2020-05-23T15:00:00.000Z
31,32,24.1,1006,80,India,Gujarat,Siddhapur,2020-05-23T15:00:00.000Z
29,58,34.0,1007,70,India,Gujarat,Shahpur,2020-05-23T15:00:00.000Z
31,27,22.9,1007,72,India,Gujarat,Sankheda,2020-05-23T15:00:00.000Z
32,33,60.2,1006,72,India,Gujarat,Sayla,2020-05-23T15:00:00.000Z
32,32,37.2,1007,57,India,Gujarat,Savarkundla,2020-05-23T15:00:00.000Z
28,81,35.9,1007,57,India,Gujarat,Salaya,2020-05-23T15:00:00.000Z
29,68,34.1,1007,70,India,Gujarat,Sachin,2020-05-23T15:00:00.000Z
39,17,18.0,1005,91,India,Gujarat,Sanand,2020-05-23T15:00:00.000Z
26,83,40.7,1007,64,India,Gujarat,Roha,2020-05-23T15:00:00.000Z
31,40,45.9,1007,68,India,Gujarat,Rapar,2020-05-23T15:00:00.000Z
32,34,33.8,1007,53,India,Gujarat,Rajula,2020-05-23T15:00:00.000Z
29,40,15.0,1007,72,India,Gujarat,Rajpipla,2020-05-23T15:00:00.000Z
28,59,36.9,1007,72,India,Gujarat,Rajkot,2020-05-23T15:00:00.000Z
28,82,36.2,1008,46,India,Gujarat,Porbandar,2020-05-23T15:00:00.000Z
27,83,30.9,1008,46,India,Gujarat,Ranavav,2020-05-23T15:00:00.000Z
32,41,31.9,1007,83,India,Gujarat,Radhanpur,2020-05-23T15:00:00.000Z
39,17,18.0,1005,70,India,Gujarat,Petlad,2020-05-23T15:00:00.000Z
31,39,27.2,1007,80,India,Gujarat,Patan,2020-05-23T15:00:00.000Z
28,77,27.0,1008,68,India,Gujarat,Parnera,2020-05-23T15:00:00.000Z
28,76,26.1,1008,66,India,Gujarat,Pardi,2020-05-23T15:00:00.000Z
33,27,61.5,1006,74,India,Gujarat,Paliyad,2020-05-23T15:00:00.000Z
27,84,3.7,1011,57,India,Karnataka,Sulya,2020-05-23T15:00:00.000Z
30,55,20.9,1013,78,India,Karnataka,Srinivaspur,2020-05-23T15:00:00.000Z
30,74,18.0,1008,53,India,Karnataka,Sringeri,2020-05-23T15:00:00.000Z
26,67,31.7,1009,72,India,Karnataka,Sravana Belgola,2020-05-23T15:00:00.000Z
21,100,14.0,1011,55,India,Karnataka,Somvarpet,2020-05-23T15:00:00.000Z
30,74,18.0,1008,53,India,Karnataka,Someshwar,2020-05-23T15:00:00.000Z
24,86,28.5,1007,51,India,Karnataka,Sorab,2020-05-23T15:00:00.000Z
36,16,12.6,1006,93,India,Karnataka,Siruguppa,2020-05-23T15:00:00.000Z
30,50,25.9,1008,68,India,Karnataka,Sira,2020-05-23T15:00:00.000Z
23,91,21.9,1009,51,India,Karnataka,Sirsi,2020-05-23T15:00:00.000Z
37,13,9.3,1006,76,India,Karnataka,Sindgi,2020-05-23T15:00:00.000Z
35,16,19.8,1006,91,India,Karnataka,Sindhnur,2020-05-23T15:00:00.000Z
30,55,20.9,1013,74,India,Karnataka,Sidlaghatta,2020-05-23T15:00:00.000Z
26,71,22.7,1010,68,India,Karnataka,Shrirangapattana,2020-05-23T15:00:00.000Z
36,12,20.1,1006,89,India,Karnataka,Shorapur,2020-05-23T15:00:00.000Z
25,83,26.7,1009,57,India,Karnataka,Shimoga,2020-05-23T15:00:00.000Z
23,89,23.0,1009,51,India,Karnataka,Siddapur,2020-05-23T15:00:00.000Z
28,66,52.9,1006,68,India,Karnataka,Shirhatti,2020-05-23T15:00:00.000Z
26,80,32.7,1007,53,India,Karnataka,Shikarpur,2020-05-23T15:00:00.000Z
25,77,39.4,1008,53,India,Karnataka,Shiggaon,2020-05-23T15:00:00.000Z
37,12,16.6,1005,87,India,Karnataka,Shahabad,2020-05-23T15:00:00.000Z
37,12,14.6,1005,89,India,Karnataka,Seram,2020-05-23T15:00:00.000Z
37,12,16.6,1006,85,India,Karnataka,Shahpur,2020-05-23T15:00:00.000Z
27,72,48.8,1007,55,India,Karnataka,Savanur,2020-05-23T15:00:00.000Z
28,64,48.4,1007,64,India,Karnataka,Saundatti,2020-05-23T15:00:00.000Z
24,82,14.6,1010,57,India,Karnataka,Sargur,2020-05-23T15:00:00.000Z
26,72,39.8,1009,53,India,Karnataka,Sankeshwar,2020-05-23T15:00:00.000Z
22,93,21.1,1009,55,India,Karnataka,Sanivarsante,2020-05-23T15:00:00.000Z
30,54,52.9,1007,85,India,Karnataka,Sandur,2020-05-23T15:00:00.000Z
24,90,24.1,1009,51,India,Karnataka,Sagar,2020-05-23T15:00:00.000Z
22,97,21.2,1010,55,India,Karnataka,Sakleshpur,2020-05-23T15:00:00.000Z
28,67,41.7,1008,64,India,Karnataka,Sadalgi,2020-05-23T15:00:00.000Z
31,53,58.9,1006,72,India,Karnataka,Ron,2020-05-23T15:00:00.000Z
29,66,15.1,1012,78,India,Karnataka,Robertsonpet,2020-05-23T15:00:00.000Z
34,28,35.1,1007,68,India,Gujarat,Palitana,2020-05-23T15:00:00.000Z
30,31,21.9,1006,85,India,Gujarat,Palanpur,2020-05-23T15:00:00.000Z
29,61,42.2,1006,70,India,Gujarat,Paddhari,2020-05-23T15:00:00.000Z
29,70,30.6,1007,78,India,Gujarat,Olpad,2020-05-23T15:00:00.000Z
29,82,42.2,1008,46,India,Gujarat,Okha,2020-05-23T15:00:00.000Z
31,39,21.9,1007,70,India,Gujarat,Padra,2020-05-23T15:00:00.000Z
28,80,32.5,1007,70,India,Gujarat,Naliya,2020-05-23T15:00:00.000Z
28,78,47.8,1007,64,India,Gujarat,Mundra,2020-05-23T15:00:00.000Z
39,17,18.0,1005,76,India,Gujarat,Nadiad,2020-05-23T15:00:00.000Z
32,14,13.7,1006,72,India,Gujarat,Morwa,2020-05-23T15:00:00.000Z
29,67,48.0,1007,72,India,Gujarat,Morbi,2020-05-23T15:00:00.000Z
33,16,28.8,1006,80,India,Gujarat,Modasa,2020-05-23T15:00:00.000Z
34,15,30.4,1006,80,India,Gujarat,Meghraj,2020-05-23T15:00:00.000Z
39,20,18.0,1005,97,India,Gujarat,Mansa,2020-05-23T15:00:00.000Z
28,79,38.6,1008,46,India,Gujarat,Mangrol,2020-05-23T15:00:00.000Z
28,80,44.4,1007,55,India,Gujarat,Mandvi,2020-05-23T15:00:00.000Z
28,67,26.7,1008,51,India,Gujarat,Mendarda,2020-05-23T15:00:00.000Z
33,44,48.6,1007,78,India,Gujarat,Mandal,2020-05-23T15:00:00.000Z
28,73,27.4,1008,46,India,Gujarat,Manavadar,2020-05-23T15:00:00.000Z
35,13,26.2,1005,76,India,Gujarat,Malpur,2020-05-23T15:00:00.000Z
39,20,18.0,1005,72,India,Gujarat,Mahudha,2020-05-23T15:00:00.000Z
39,20,18.0,1005,76,India,Gujarat,Mahemdavad,2020-05-23T15:00:00.000Z
34,14,23.7,1006,76,India,Gujarat,Lunavada,2020-05-23T15:00:00.000Z
31,36,53.8,1007,74,India,Gujarat,Limbdi,2020-05-23T15:00:00.000Z
34,28,48.8,1006,70,India,Gujarat,Lathi,2020-05-23T15:00:00.000Z
27,76,36.9,1007,57,India,Gujarat,Lalpur,2020-05-23T15:00:00.000Z
32,41,53.6,1007,74,India,Gujarat,Lakhtar,2020-05-23T15:00:00.000Z
32,32,37.0,1007,57,India,Gujarat,Kundla,2020-05-23T15:00:00.000Z
28,76,30.6,1008,42,India,Gujarat,Kutiyana,2020-05-23T15:00:00.000Z
29,58,25.3,1007,80,India,Gujarat,Kosamba,2020-05-23T15:00:00.000Z
29,71,45.4,1008,46,India,Gujarat,Kodinar,2020-05-23T15:00:00.000Z
31,28,22.0,1006,80,India,Gujarat,Kheralu,2020-05-23T15:00:00.000Z
26,75,39.1,1008,57,India,Karnataka,Ranibennur,2020-05-23T15:00:00.000Z
28,65,53.6,1008,57,India,Karnataka,Raybag,2020-05-23T15:00:00.000Z
29,60,44.3,1008,68,India,Karnataka,Rabkavi,2020-05-23T15:00:00.000Z
30,74,18.0,1008,55,India,Karnataka,Puttur,2020-05-23T15:00:00.000Z
23,88,20.3,1010,57,India,Karnataka,Piriyapatna,2020-05-23T15:00:00.000Z
36,15,17.1,1006,97,India,Karnataka,Raichur,2020-05-23T15:00:00.000Z
34,24,10.6,1006,72,India,Karnataka,Pavugada,2020-05-23T15:00:00.000Z
28,78,8.7,1009,59,India,Karnataka,Ponnampet,2020-05-23T15:00:00.000Z
26,77,33.6,1007,57,India,Karnataka,Nyamti,2020-05-23T15:00:00.000Z
30,74,18.0,1008,53,India,Karnataka,Pangala,2020-05-23T15:00:00.000Z
28,63,54.1,1007,66,India,Karnataka,Navalgund,2020-05-23T15:00:00.000Z
29,55,18.0,1013,87,India,Karnataka,Nelamangala,2020-05-23T15:00:00.000Z
28,62,44.6,1008,68,India,Karnataka,Nargund,2020-05-23T15:00:00.000Z
30,52,61.0,1006,76,India,Karnataka,Naregal,2020-05-23T15:00:00.000Z
26,70,23.2,1011,59,India,Karnataka,Nanjangud,2020-05-23T15:00:00.000Z
24,87,15.0,1008,53,India,Karnataka,Narasimharajapura,2020-05-23T15:00:00.000Z
26,65,30.4,1010,76,India,Karnataka,Nagamangala,2020-05-23T15:00:00.000Z
28,79,22.7,1009,51,India,Karnataka,Murudeshwara,2020-05-23T15:00:00.000Z
33,37,53.4,1005,83,India,Karnataka,Munirabad,2020-05-23T15:00:00.000Z
25,80,32.2,1008,51,India,Karnataka,Mundgod,2020-05-23T15:00:00.000Z
31,56,54.1,1006,74,India,Karnataka,Mundargi,2020-05-23T15:00:00.000Z
29,38,10.8,1007,78,India,Karnataka,Mulbagal,2020-05-23T15:00:00.000Z
28,67,52.9,1006,57,India,Karnataka,Mulgund,2020-05-23T15:00:00.000Z
36,12,12.9,1005,89,India,Karnataka,Mudgal,2020-05-23T15:00:00.000Z
30,74,18.0,1008,53,India,Karnataka,Mulki,2020-05-23T15:00:00.000Z
30,58,43.1,1008,68,India,Karnataka,Mudhol,2020-05-23T15:00:00.000Z
22,97,13.8,1010,55,India,Karnataka,Mudgere,2020-05-23T15:00:00.000Z
25,69,24.8,1009,72,India,Karnataka,Melukote,2020-05-23T15:00:00.000Z
28,65,40.9,1007,68,India,Karnataka,Mayakonda,2020-05-23T15:00:00.000Z
36,16,13.8,1007,74,India,Karnataka,Muddebihal,2020-05-23T15:00:00.000Z
30,74,18.0,1008,53,India,Karnataka,Mudbidri,2020-05-23T15:00:00.000Z
32,22,22.4,1006,80,India,Gujarat,Khedbrahma,2020-05-23T15:00:00.000Z
36,13,11.4,1006,93,India,Karnataka,Manvi,2020-05-23T15:00:00.000Z
39,20,18.0,1005,76,India,Gujarat,Kheda,2020-05-23T15:00:00.000Z
31,53,25.6,1007,76,India,Gujarat,Khambhat,2020-05-23T15:00:00.000Z
34,11,14.8,1006,70,India,Gujarat,Kawant,2020-05-23T15:00:00.000Z
27,81,31.5,1007,53,India,Gujarat,Khambhaliya,2020-05-23T15:00:00.000Z
30,56,25.9,1007,76,India,Gujarat,Kathor,2020-05-23T15:00:00.000Z
27,77,25.6,1008,46,India,Gujarat,Keshod,2020-05-23T15:00:00.000Z
34,35,40.6,1007,55,India,Gujarat,Katpur,2020-05-23T15:00:00.000Z
39,17,18.0,1005,70,India,Gujarat,Karamsad,2020-05-23T15:00:00.000Z
39,17,18.0,1005,78,India,Gujarat,Kapadvanj,2020-05-23T15:00:00.000Z
30,32,23.5,1006,80,India,Gujarat,Kanodar,2020-05-23T15:00:00.000Z
30,62,50.5,1007,64,India,Gujarat,Kandla,2020-05-23T15:00:00.000Z
27,67,21.2,1007,78,India,Gujarat,Kadod,2020-05-23T15:00:00.000Z
33,17,21.2,1007,72,India,Gujarat,Kalol,2020-05-23T15:00:00.000Z
28,56,20.8,1007,57,India,Gujarat,Junagadh,2020-05-23T15:00:00.000Z
39,17,18.0,1005,103,India,Gujarat,Kadi,2020-05-23T15:00:00.000Z
29,76,58.7,1006,70,India,Gujarat,Jodiya Bandar,2020-05-23T15:00:00.000Z
28,69,34.1,1007,66,India,Gujarat,Kalavad,2020-05-23T15:00:00.000Z
39,17,18.0,1005,120,India,Gujarat,Jhulasan,2020-05-23T15:00:00.000Z
27,73,33.6,1007,55,India,Gujarat,Jodhpur,2020-05-23T15:00:00.000Z
30,48,29.9,1007,64,India,Gujarat,Jetpur,2020-05-23T15:00:00.000Z
30,50,27.2,1007,64,India,Gujarat,Jetalsar,2020-05-23T15:00:00.000Z
28,77,46.0,1007,68,India,Gujarat,Jamnagar,2020-05-23T15:00:00.000Z
30,42,48.0,1007,72,India,Gujarat,Jasdan,2020-05-23T15:00:00.000Z
32,50,31.9,1007,74,India,Gujarat,Jambusar,2020-05-23T15:00:00.000Z
39,17,18.0,1005,80,India,Gujarat,Himatnagar,2020-05-23T15:00:00.000Z
32,43,34.3,1007,80,India,Gujarat,Harij,2020-05-23T15:00:00.000Z
30,59,49.6,1007,74,India,Gujarat,Halvad,2020-05-23T15:00:00.000Z
29,64,29.8,1007,78,India,Gujarat,Hansot,2020-05-23T15:00:00.000Z
29,74,36.2,1007,72,India,Gujarat,Jalalpur,2020-05-23T15:00:00.000Z
32,19,19.8,1007,72,India,Gujarat,Halol,2020-05-23T15:00:00.000Z
29,51,32.0,1007,70,India,Gujarat,Gondal,2020-05-23T15:00:00.000Z
30,74,18.0,1008,53,India,Karnataka,Mangalore,2020-05-23T15:00:00.000Z
30,74,18.0,1008,53,India,Karnataka,Malpe,2020-05-23T15:00:00.000Z
29,55,18.0,1013,80,India,Karnataka,Malur,2020-05-23T15:00:00.000Z
30,74,18.0,1008,53,India,Karnataka,Manipala,2020-05-23T15:00:00.000Z
27,65,23.8,1010,70,India,Karnataka,Malavalli,2020-05-23T15:00:00.000Z
29,62,8.7,1013,85,India,Karnataka,Magadi,2020-05-23T15:00:00.000Z
28,78,8.7,1009,57,India,Karnataka,Madikeri,2020-05-23T15:00:00.000Z
26,69,25.7,1010,70,India,Karnataka,Mandya,2020-05-23T15:00:00.000Z
30,58,54.9,1007,68,India,Karnataka,Mahalingpur,2020-05-23T15:00:00.000Z
27,66,24.8,1009,42,India,Karnataka,Maddur,2020-05-23T15:00:00.000Z
23,91,20.3,1009,51,India,Karnataka,Londa,2020-05-23T15:00:00.000Z
28,69,51.2,1006,57,India,Karnataka,Lakshmeshwar,2020-05-23T15:00:00.000Z
37,12,13.8,1005,89,India,Karnataka,Lingsugur,2020-05-23T15:00:00.000Z
23,89,15.0,1011,57,India,Karnataka,Kushalnagar,2020-05-23T15:00:00.000Z
32,29,7.6,1006,70,India,Karnataka,Maddagiri,2020-05-23T15:00:00.000Z
31,43,52.8,1007,83,India,Karnataka,Kushtagi,2020-05-23T15:00:00.000Z
29,62,8.7,1013,51,India,Karnataka,Kunigal,2020-05-23T15:00:00.000Z
37,12,17.2,1004,89,India,Karnataka,Kurgunta,2020-05-23T15:00:00.000Z
28,80,18.8,1009,51,India,Karnataka,Kumta,2020-05-23T15:00:00.000Z
32,38,46.0,1005,80,India,Karnataka,Kudligi,2020-05-23T15:00:00.000Z
28,62,50.4,1009,66,India,Karnataka,Kudachi,2020-05-23T15:00:00.000Z
28,68,54.2,1007,55,India,Karnataka,Kundgol,2020-05-23T15:00:00.000Z
25,74,23.0,1010,68,India,Karnataka,Krishnarajpet,2020-05-23T15:00:00.000Z
25,85,28.3,1008,53,India,Karnataka,Kumsi,2020-05-23T15:00:00.000Z
30,55,20.9,1013,70,India,Karnataka,Koratagere,2020-05-23T15:00:00.000Z
30,59,57.0,1007,80,India,Karnataka,Koppal,2020-05-23T15:00:00.000Z
22,97,11.4,1010,53,India,Karnataka,Koppa,2020-05-23T15:00:00.000Z
24,83,24.6,1009,57,India,Karnataka,Konanur,2020-05-23T15:00:00.000Z
27,69,45.5,1009,55,India,Karnataka,Konnur,2020-05-23T15:00:00.000Z
30,56,52.5,1006,78,India,Karnataka,Kotturu,2020-05-23T15:00:00.000Z
29,55,18.0,1013,78,India,Karnataka,Kolar,2020-05-23T15:00:00.000Z
27,61,18.2,1010,70,India,Karnataka,Kollegal,2020-05-23T15:00:00.000Z
32,14,17.7,1007,72,India,Gujarat,Godhra,2020-05-23T15:00:00.000Z
33,40,37.3,1007,76,India,Gujarat,Ghogha,2020-05-23T15:00:00.000Z
33,31,38.0,1007,66,India,Gujarat,Gariadhar,2020-05-23T15:00:00.000Z
23,92,22.4,1009,55,India,Karnataka,Kodlipet,2020-05-23T15:00:00.000Z
28,76,26.2,1007,70,India,Gujarat,Gandevi,2020-05-23T15:00:00.000Z
29,62,49.2,1007,64,India,Gujarat,Gandhidham,2020-05-23T15:00:00.000Z
28,82,34.1,1008,46,India,Gujarat,Dwarka,2020-05-23T15:00:00.000Z
32,35,22.4,1006,55,India,Gujarat,Dungarpur,2020-05-23T15:00:00.000Z
32,12,20.1,1006,70,India,Gujarat,Dohad,2020-05-23T15:00:00.000Z
30,41,27.4,1006,89,India,Gujarat,Disa,2020-05-23T15:00:00.000Z
32,34,51.5,1007,74,India,Gujarat,Gadhada,2020-05-23T15:00:00.000Z
31,48,56.6,1007,74,India,Gujarat,Dhrangadhra,2020-05-23T15:00:00.000Z
28,74,43.8,1007,70,India,Gujarat,Dhrol,2020-05-23T15:00:00.000Z
31,49,24.5,1007,72,India,Gujarat,Dhuwaran,2020-05-23T15:00:00.000Z
29,54,25.7,1007,57,India,Gujarat,Dhoraji,2020-05-23T15:00:00.000Z
39,17,18.0,1005,78,India,Gujarat,Dholka,2020-05-23T15:00:00.000Z
30,42,33.0,1007,57,India,Gujarat,Dhari,2020-05-23T15:00:00.000Z
26,76,15.8,1008,68,India,Gujarat,Dharampur,2020-05-23T15:00:00.000Z
35,21,43.9,1006,72,India,Gujarat,Dhola,2020-05-23T15:00:00.000Z
30,45,25.7,1006,97,India,Gujarat,Dhanera,2020-05-23T15:00:00.000Z
32,28,40.2,1007,74,India,Gujarat,Dhandhuka,2020-05-23T15:00:00.000Z
31,12,12.4,1007,70,India,Gujarat,Devgadh Bariya,2020-05-23T15:00:00.000Z
31,48,47.3,1007,51,India,Gujarat,Delvada,2020-05-23T15:00:00.000Z
27,79,41.7,1007,103,India,Gujarat,Dayapar,2020-05-23T15:00:00.000Z
39,20,18.0,1005,72,India,Gujarat,Dakor,2020-05-23T15:00:00.000Z
33,34,43.9,1007,70,India,Gujarat,Damnagar,2020-05-23T15:00:00.000Z
30,34,21.9,1007,72,India,Gujarat,Dabhoi,2020-05-23T15:00:00.000Z
27,76,23.8,1007,70,India,Gujarat,Chikhli,2020-05-23T15:00:00.000Z
39,20,18.0,1005,103,India,Gujarat,Dahegam,2020-05-23T15:00:00.000Z
31,45,55.5,1006,72,India,Karnataka,Kerur,2020-05-23T15:00:00.000Z
29,48,51.2,1007,72,India,Gujarat,Chotila,2020-05-23T15:00:00.000Z
